,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_44_FastText_historicalVAD,0.5403,0.0,0.4289,0.0,0.244,0.0144,0.4044
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_45_FastText_historicalVAD,0.4701,0.0,0.4467,0.0,0.2431,0.0148,0.3867
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_46_FastText_historicalVAD,0.49,0.0,0.4345,0.0,0.2374,0.0174,0.3873
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_47_FastText_historicalVAD,0.5805,0.0,0.3464,0.0004,0.3226,0.0011,0.4165
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_48_FastText_historicalVAD,0.4536,0.0,0.4385,0.0,0.1896,0.0588,0.3606
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_49_FastText_historicalVAD,0.5249,0.0,0.4346,0.0,0.215,0.0317,0.3915
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_4_FastText_historicalVAD,0.5436,0.0,0.4618,0.0,0.2346,0.0188,0.4133
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_50_FastText_historicalVAD,0.5258,0.0,0.4235,0.0,0.2696,0.0067,0.4063
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_5_FastText_historicalVAD,0.5072,0.0,0.3807,0.0001,0.2208,0.0273,0.3696
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_6_FastText_historicalVAD,0.5082,0.0,0.342,0.0005,0.2526,0.0112,0.3676
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_7_FastText_historicalVAD,0.5337,0.0,0.4096,0.0,0.2692,0.0068,0.4042
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_8_FastText_historicalVAD,0.505,0.0,0.4875,0.0,0.217,0.0301,0.4031
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_9_FastText_historicalVAD,0.5395,0.0,0.4182,0.0,0.2471,0.0132,0.4016
Mean,0.5185,0.0,0.419766,4.8e-05,0.24122600000000002,0.020514000000000004,0.39317799999999997
