,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_22_FastText_historicalVAD,0.4544,0.0,0.2557,0.0102,0.1353,0.1797,0.2818
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_23_FastText_historicalVAD,0.3577,0.0003,0.2521,0.0114,0.134,0.1838,0.2479
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_24_FastText_historicalVAD,0.362,0.0002,0.4299,0.0,0.0934,0.3551,0.2951
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_25_FastText_historicalVAD,0.436,0.0,0.461,0.0,0.17,0.0909,0.3556
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_26_FastText_historicalVAD,0.4826,0.0,0.3935,0.0001,0.203,0.0428,0.3597
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_27_FastText_historicalVAD,0.4925,0.0,0.3656,0.0002,0.134,0.1839,0.3307
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_28_FastText_historicalVAD,0.3686,0.0002,0.3758,0.0001,0.2509,0.0118,0.3317
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_29_FastText_historicalVAD,0.4325,0.0,0.3288,0.0008,0.1733,0.0847,0.3115
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_2_FastText_historicalVAD,0.3786,0.0001,0.2894,0.0035,0.108,0.285,0.2587
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_30_FastText_historicalVAD,0.4129,0.0,0.3791,0.0001,0.1933,0.054,0.3284
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_31_FastText_historicalVAD,0.5047,0.0,0.4418,0.0,0.169,0.0928,0.3718
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_32_FastText_historicalVAD,0.4189,0.0,0.3408,0.0005,0.109,0.2804,0.2896
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_33_FastText_historicalVAD,0.454,0.0,0.2852,0.004,0.1759,0.0799,0.305
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_34_FastText_historicalVAD,0.3751,0.0001,0.2656,0.0076,0.1982,0.0481,0.2796
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_35_FastText_historicalVAD,0.4419,0.0,0.349,0.0004,0.2242,0.025,0.3383
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_36_FastText_historicalVAD,0.5826,0.0,0.3071,0.0019,0.2703,0.0065,0.3867
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_37_FastText_historicalVAD,0.444,0.0,0.4136,0.0,0.1967,0.0498,0.3514
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_38_FastText_historicalVAD,0.4848,0.0,0.3733,0.0001,0.1895,0.059,0.3492
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_39_FastText_historicalVAD,0.4203,0.0,0.3696,0.0002,0.1965,0.0501,0.3288
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_3_FastText_historicalVAD,0.4912,0.0,0.3609,0.0002,0.1367,0.1752,0.3296
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_40_FastText_historicalVAD,0.4707,0.0,0.2975,0.0026,0.1652,0.1005,0.3111
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_41_FastText_historicalVAD,0.5271,0.0,0.4207,0.0,0.2096,0.0363,0.3858
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_42_FastText_historicalVAD,0.4358,0.0,0.3966,0.0,0.1557,0.1219,0.3294
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_43_FastText_historicalVAD,0.4777,0.0,0.3433,0.0005,0.2229,0.0258,0.348
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_44_FastText_historicalVAD,0.5056,0.0,0.3807,0.0001,0.2239,0.0251,0.3701
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_45_FastText_historicalVAD,0.4104,0.0,0.3605,0.0002,0.2986,0.0025,0.3565
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_46_FastText_historicalVAD,0.5058,0.0,0.3822,0.0001,0.1565,0.1201,0.3482
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_47_FastText_historicalVAD,0.3415,0.0005,0.3582,0.0003,0.0873,0.3877,0.2624
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_48_FastText_historicalVAD,0.565,0.0,0.3893,0.0001,0.2661,0.0075,0.4068
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_49_FastText_historicalVAD,0.5291,0.0,0.2989,0.0025,0.2555,0.0103,0.3611
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_4_FastText_historicalVAD,0.5509,0.0,0.2626,0.0083,0.2354,0.0184,0.3496
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_50_FastText_historicalVAD,0.4102,0.0,0.3216,0.0011,0.2293,0.0218,0.3204
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_5_FastText_historicalVAD,0.466,0.0,0.337,0.0006,0.2157,0.0312,0.3396
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_6_FastText_historicalVAD,0.465,0.0,0.273,0.006,0.1754,0.0809,0.3045
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_7_FastText_historicalVAD,0.3713,0.0001,0.403,0.0,0.2193,0.0284,0.3312
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_8_FastText_historicalVAD,0.463,0.0,0.3119,0.0016,0.2226,0.026,0.3325
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_9_FastText_historicalVAD,0.4205,0.0,0.3338,0.0007,0.2021,0.0437,0.3188
Mean,0.448616,4e-05,0.351348,0.002086,0.19131599999999999,0.09867200000000001,0.330424
