,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_25_FastText_historicalVAD,0.4433,0.0,0.3514,0.0003,0.3059,0.002,0.3668
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_26_FastText_historicalVAD,0.268,0.007,0.2286,0.0221,0.1071,0.2888,0.2013
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_27_FastText_historicalVAD,0.3977,0.0,0.2082,0.0376,0.1038,0.3039,0.2366
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_28_FastText_historicalVAD,0.5,0.0,0.3369,0.0006,0.2117,0.0345,0.3495
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_29_FastText_historicalVAD,0.4308,0.0,0.1594,0.1133,0.1499,0.1366,0.2467
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_2_FastText_historicalVAD,0.3946,0.0,0.2854,0.004,0.1855,0.0646,0.2885
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_30_FastText_historicalVAD,0.4547,0.0,0.3623,0.0002,0.1753,0.081,0.3308
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_31_FastText_historicalVAD,0.4368,0.0,0.2898,0.0035,0.1423,0.1578,0.2896
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_32_FastText_historicalVAD,0.4753,0.0,0.2758,0.0055,0.2427,0.015,0.3312
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_33_FastText_historicalVAD,0.3182,0.0013,0.2997,0.0024,0.0397,0.6948,0.2192
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_34_FastText_historicalVAD,0.4464,0.0,0.3039,0.0021,0.0785,0.4376,0.2763
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_35_FastText_historicalVAD,0.3857,0.0001,0.3779,0.0001,0.1531,0.1283,0.3056
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_36_FastText_historicalVAD,0.3791,0.0001,0.2846,0.0041,0.1709,0.0892,0.2782
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_37_FastText_historicalVAD,0.3882,0.0001,0.4056,0.0,0.0684,0.4989,0.2874
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_38_FastText_historicalVAD,0.341,0.0005,0.4116,0.0,0.0488,0.6299,0.2671
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_39_FastText_historicalVAD,0.3326,0.0007,0.3612,0.0002,0.0614,0.544,0.2517
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_3_FastText_historicalVAD,0.3775,0.0001,0.3968,0.0,0.1044,0.3014,0.2929
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_40_FastText_historicalVAD,0.4377,0.0,0.3187,0.0012,0.2401,0.0161,0.3322
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_41_FastText_historicalVAD,0.4736,0.0,0.2813,0.0046,0.1941,0.053,0.3164
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_42_FastText_historicalVAD,0.4038,0.0,0.4168,0.0,0.1656,0.0996,0.3287
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_43_FastText_historicalVAD,0.4922,0.0,0.3524,0.0003,0.1581,0.1161,0.3343
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_44_FastText_historicalVAD,0.4013,0.0,0.3058,0.002,0.2524,0.0113,0.3199
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_45_FastText_historicalVAD,0.4043,0.0,0.2827,0.0044,0.1001,0.322,0.2624
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_46_FastText_historicalVAD,0.467,0.0,0.3215,0.0011,0.2525,0.0113,0.347
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_47_FastText_historicalVAD,0.5089,0.0,0.3332,0.0007,0.2383,0.017,0.3601
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_48_FastText_historicalVAD,0.4713,0.0,0.4105,0.0,0.1578,0.1168,0.3466
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_49_FastText_historicalVAD,0.4806,0.0,0.3981,0.0,0.158,0.1163,0.3456
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_4_FastText_historicalVAD,0.3994,0.0,0.3628,0.0002,0.1871,0.0623,0.3164
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_50_FastText_historicalVAD,0.4867,0.0,0.3018,0.0023,0.1757,0.0804,0.3214
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_5_FastText_historicalVAD,0.4726,0.0,0.3207,0.0011,0.1825,0.0692,0.3253
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_6_FastText_historicalVAD,0.4676,0.0,0.2714,0.0063,0.1074,0.2873,0.2822
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_7_FastText_historicalVAD,0.4275,0.0,0.281,0.0046,0.2004,0.0456,0.303
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_8_FastText_historicalVAD,0.3797,0.0001,0.302,0.0023,0.1875,0.0617,0.2897
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_9_FastText_historicalVAD,0.5427,0.0,0.2473,0.0131,0.2084,0.0375,0.3328
Mean,0.43311999999999995,0.000208,0.318086,0.008218000000000001,0.168552,0.166494,0.30659000000000003
