,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_31_SGNS_historicalVAD,0.5274,0.0,0.4713,0.0,0.3146,0.0014,0.4378
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_32_SGNS_historicalVAD,0.5288,0.0,0.4073,0.0,0.281,0.0046,0.4057
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_33_SGNS_historicalVAD,0.5629,0.0,0.3267,0.0009,0.2964,0.0028,0.3953
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_34_SGNS_historicalVAD,0.5199,0.0,0.3407,0.0005,0.3283,0.0009,0.3963
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_35_SGNS_historicalVAD,0.5241,0.0,0.3616,0.0002,0.3006,0.0024,0.3954
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_36_SGNS_historicalVAD,0.5153,0.0,0.3766,0.0001,0.2509,0.0118,0.3809
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_37_SGNS_historicalVAD,0.5328,0.0,0.3931,0.0001,0.3532,0.0003,0.4264
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_38_SGNS_historicalVAD,0.5179,0.0,0.3789,0.0001,0.2584,0.0094,0.385
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_39_SGNS_historicalVAD,0.4889,0.0,0.4441,0.0,0.2899,0.0034,0.4077
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_3_SGNS_historicalVAD,0.5087,0.0,0.3134,0.0015,0.2765,0.0054,0.3662
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_40_SGNS_historicalVAD,0.4962,0.0,0.4452,0.0,0.2136,0.0329,0.385
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_41_SGNS_historicalVAD,0.5698,0.0,0.3531,0.0003,0.319,0.0012,0.414
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_42_SGNS_historicalVAD,0.5304,0.0,0.3168,0.0013,0.2408,0.0158,0.3627
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_43_SGNS_historicalVAD,0.5549,0.0,0.3605,0.0002,0.2944,0.0029,0.4033
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_44_SGNS_historicalVAD,0.5314,0.0,0.3933,0.0001,0.2436,0.0146,0.3894
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_45_SGNS_historicalVAD,0.4926,0.0,0.4557,0.0,0.2987,0.0025,0.4157
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_46_SGNS_historicalVAD,0.482,0.0,0.3166,0.0013,0.2454,0.0139,0.348
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_47_SGNS_historicalVAD,0.5387,0.0,0.4245,0.0,0.2636,0.0081,0.4089
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_48_SGNS_historicalVAD,0.5055,0.0,0.4129,0.0,0.252,0.0114,0.3901
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_49_SGNS_historicalVAD,0.5369,0.0,0.3895,0.0001,0.2379,0.0172,0.3881
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_4_SGNS_historicalVAD,0.5167,0.0,0.433,0.0,0.2694,0.0067,0.4064
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_50_SGNS_historicalVAD,0.4915,0.0,0.4072,0.0,0.281,0.0046,0.3932
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_5_SGNS_historicalVAD,0.5242,0.0,0.4155,0.0,0.2913,0.0033,0.4103
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_6_SGNS_historicalVAD,0.5057,0.0,0.3764,0.0001,0.2269,0.0232,0.3697
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_7_SGNS_historicalVAD,0.5468,0.0,0.398,0.0,0.2675,0.0071,0.4041
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_8_SGNS_historicalVAD,0.5053,0.0,0.408,0.0,0.275,0.0056,0.3961
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_9_SGNS_historicalVAD,0.4944,0.0,0.2985,0.0026,0.2396,0.0163,0.3442
Mean,0.5227879999999999,0.0,0.38311200000000006,0.00031600000000000004,0.273106,0.008539999999999999,0.39299800000000007
