,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_46_FastText_historicalVAD,0.5656,0.0,0.4543,0.0,0.2241,0.025,0.4147
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_47_FastText_historicalVAD,0.5766,0.0,0.4551,0.0,0.2215,0.0268,0.4177
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_48_FastText_historicalVAD,0.5852,0.0,0.4497,0.0,0.2309,0.0208,0.4219
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_49_FastText_historicalVAD,0.5767,0.0,0.4568,0.0,0.2336,0.0193,0.4224
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_4_FastText_historicalVAD,0.5831,0.0,0.4392,0.0,0.2351,0.0186,0.4191
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_50_FastText_historicalVAD,0.5868,0.0,0.4654,0.0,0.2284,0.0223,0.4269
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_5_FastText_historicalVAD,0.5845,0.0,0.4486,0.0,0.2286,0.0222,0.4205
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_6_FastText_historicalVAD,0.5782,0.0,0.4469,0.0,0.2169,0.0302,0.414
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_7_FastText_historicalVAD,0.581,0.0,0.4376,0.0,0.2153,0.0314,0.4113
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_8_FastText_historicalVAD,0.5844,0.0,0.4421,0.0,0.2039,0.0419,0.4101
HistoricalVAD\FastText_LinearRegression\NRC_VAD9000\NRC_VAD_9000_9_FastText_historicalVAD,0.5764,0.0,0.4319,0.0,0.2157,0.0311,0.408
Mean,0.5790759999999999,0.0,0.44995999999999997,0.0,0.22353400000000004,0.026033999999999998,0.417524
