,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_22_SGNS_historicalVAD,0.5042,0.0,0.4297,0.0,0.2995,0.0025,0.4111
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_23_SGNS_historicalVAD,0.5309,0.0,0.3186,0.0012,0.3256,0.0009,0.3917
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_24_SGNS_historicalVAD,0.5419,0.0,0.3708,0.0001,0.3309,0.0008,0.4145
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_25_SGNS_historicalVAD,0.525,0.0,0.4064,0.0,0.2932,0.0031,0.4082
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_26_SGNS_historicalVAD,0.526,0.0,0.3901,0.0001,0.3229,0.0011,0.413
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_27_SGNS_historicalVAD,0.5092,0.0,0.4057,0.0,0.2949,0.0029,0.4033
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_28_SGNS_historicalVAD,0.5482,0.0,0.3893,0.0001,0.2624,0.0083,0.4
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_29_SGNS_historicalVAD,0.5779,0.0,0.3859,0.0001,0.2821,0.0045,0.4153
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_2_SGNS_historicalVAD,0.5479,0.0,0.4033,0.0,0.2767,0.0053,0.4093
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_30_SGNS_historicalVAD,0.5344,0.0,0.4499,0.0,0.297,0.0027,0.4271
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_31_SGNS_historicalVAD,0.531,0.0,0.3855,0.0001,0.3202,0.0012,0.4122
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_32_SGNS_historicalVAD,0.4855,0.0,0.3673,0.0002,0.247,0.0132,0.3666
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_33_SGNS_historicalVAD,0.5366,0.0,0.403,0.0,0.2426,0.015,0.394
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_34_SGNS_historicalVAD,0.5276,0.0,0.4003,0.0,0.247,0.0132,0.3916
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_35_SGNS_historicalVAD,0.5297,0.0,0.4714,0.0,0.2677,0.0071,0.423
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_36_SGNS_historicalVAD,0.5224,0.0,0.3691,0.0002,0.2742,0.0058,0.3885
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_37_SGNS_historicalVAD,0.5047,0.0,0.3611,0.0002,0.2854,0.004,0.3837
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_38_SGNS_historicalVAD,0.5635,0.0,0.3703,0.0001,0.315,0.0014,0.4162
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_39_SGNS_historicalVAD,0.5211,0.0,0.3854,0.0001,0.2857,0.004,0.3974
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_3_SGNS_historicalVAD,0.5315,0.0,0.4312,0.0,0.258,0.0096,0.4069
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_40_SGNS_historicalVAD,0.5278,0.0,0.4029,0.0,0.2826,0.0044,0.4044
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_41_SGNS_historicalVAD,0.5533,0.0,0.3673,0.0002,0.2884,0.0036,0.403
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_42_SGNS_historicalVAD,0.5158,0.0,0.3893,0.0001,0.2879,0.0037,0.3977
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_43_SGNS_historicalVAD,0.5186,0.0,0.3589,0.0002,0.3105,0.0017,0.396
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_44_SGNS_historicalVAD,0.5678,0.0,0.3851,0.0001,0.2512,0.0117,0.4013
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_45_SGNS_historicalVAD,0.5168,0.0,0.3843,0.0001,0.2947,0.0029,0.3986
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_46_SGNS_historicalVAD,0.5237,0.0,0.3997,0.0,0.3201,0.0012,0.4145
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_47_SGNS_historicalVAD,0.5414,0.0,0.3998,0.0,0.3289,0.0008,0.4234
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_48_SGNS_historicalVAD,0.5271,0.0,0.4144,0.0,0.3063,0.0019,0.4159
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_49_SGNS_historicalVAD,0.5071,0.0,0.4803,0.0,0.2687,0.0069,0.4187
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_4_SGNS_historicalVAD,0.475,0.0,0.434,0.0,0.2573,0.0098,0.3887
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_50_SGNS_historicalVAD,0.5354,0.0,0.4124,0.0,0.2384,0.0169,0.3954
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_5_SGNS_historicalVAD,0.542,0.0,0.3949,0.0,0.2805,0.0047,0.4058
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_6_SGNS_historicalVAD,0.5406,0.0,0.4243,0.0,0.286,0.0039,0.417
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_7_SGNS_historicalVAD,0.5358,0.0,0.4053,0.0,0.3044,0.0021,0.4152
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_8_SGNS_historicalVAD,0.563,0.0,0.3794,0.0001,0.2684,0.0069,0.4036
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_9_SGNS_historicalVAD,0.5362,0.0,0.4214,0.0,0.3055,0.002,0.421
Mean,0.53115,0.0,0.39782599999999996,0.000118,0.289898,0.004710000000000001,0.406286
