,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_33_SGNS_historicalVAD,0.5938,0.0,0.4943,0.0,0.2331,0.0196,0.4404
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_34_SGNS_historicalVAD,0.5653,0.0,0.4845,0.0,0.2159,0.031,0.4219
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_35_SGNS_historicalVAD,0.5382,0.0,0.4973,0.0,0.2001,0.046,0.4119
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_36_SGNS_historicalVAD,0.5673,0.0,0.4692,0.0,0.1963,0.0503,0.4109
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_37_SGNS_historicalVAD,0.5586,0.0,0.5011,0.0,0.2112,0.0349,0.4236
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_38_SGNS_historicalVAD,0.584,0.0,0.4833,0.0,0.1968,0.0497,0.4214
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_39_SGNS_historicalVAD,0.5566,0.0,0.4894,0.0,0.2064,0.0394,0.4175
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_3_SGNS_historicalVAD,0.5422,0.0,0.4895,0.0,0.1575,0.1176,0.3964
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_40_SGNS_historicalVAD,0.5716,0.0,0.4878,0.0,0.2131,0.0333,0.4242
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_41_SGNS_historicalVAD,0.5429,0.0,0.4776,0.0,0.1661,0.0987,0.3955
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_42_SGNS_historicalVAD,0.549,0.0,0.5023,0.0,0.1569,0.1191,0.4027
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_43_SGNS_historicalVAD,0.5602,0.0,0.4517,0.0,0.1949,0.052,0.4022
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_44_SGNS_historicalVAD,0.5778,0.0,0.4708,0.0,0.2011,0.0449,0.4166
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_45_SGNS_historicalVAD,0.5643,0.0,0.4509,0.0,0.2185,0.0289,0.4113
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_46_SGNS_historicalVAD,0.5761,0.0,0.4987,0.0,0.191,0.057,0.422
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_47_SGNS_historicalVAD,0.5666,0.0,0.4859,0.0,0.1965,0.05,0.4163
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_48_SGNS_historicalVAD,0.5752,0.0,0.4572,0.0,0.1994,0.0467,0.4106
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_49_SGNS_historicalVAD,0.5585,0.0,0.4582,0.0,0.2107,0.0354,0.4091
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_4_SGNS_historicalVAD,0.5719,0.0,0.4875,0.0,0.178,0.0764,0.4125
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_50_SGNS_historicalVAD,0.5261,0.0,0.4706,0.0,0.2074,0.0385,0.4014
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_5_SGNS_historicalVAD,0.5636,0.0,0.4989,0.0,0.2286,0.0222,0.4304
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_6_SGNS_historicalVAD,0.5587,0.0,0.4869,0.0,0.1954,0.0514,0.4136
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_7_SGNS_historicalVAD,0.5701,0.0,0.5319,0.0,0.2024,0.0434,0.4348
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_8_SGNS_historicalVAD,0.5514,0.0,0.4624,0.0,0.2007,0.0453,0.4048
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_9_SGNS_historicalVAD,0.5729,0.0,0.5317,0.0,0.1851,0.0652,0.4299
Mean,0.565296,0.0,0.480732,0.0,0.201354,0.047894,0.41579200000000005
