,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_23_FastText_historicalVAD,0.4886,0.0,0.4123,0.0,0.2258,0.0239,0.3756
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_24_FastText_historicalVAD,0.4826,0.0,0.4158,0.0,0.2472,0.0132,0.3819
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_25_FastText_historicalVAD,0.48,0.0,0.3476,0.0004,0.2078,0.0381,0.3451
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_26_FastText_historicalVAD,0.4676,0.0,0.3864,0.0001,0.1713,0.0883,0.3418
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_27_FastText_historicalVAD,0.5588,0.0,0.3653,0.0002,0.2371,0.0175,0.387
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_28_FastText_historicalVAD,0.5408,0.0,0.4162,0.0,0.233,0.0196,0.3967
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_29_FastText_historicalVAD,0.4468,0.0,0.3391,0.0006,0.2519,0.0115,0.3459
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_2_FastText_historicalVAD,0.4934,0.0,0.3396,0.0005,0.2244,0.0248,0.3525
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_30_FastText_historicalVAD,0.4362,0.0,0.3138,0.0015,0.2257,0.0239,0.3253
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_31_FastText_historicalVAD,0.4596,0.0,0.3698,0.0002,0.2137,0.0328,0.3477
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_32_FastText_historicalVAD,0.5161,0.0,0.4142,0.0,0.2394,0.0164,0.3899
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_33_FastText_historicalVAD,0.5141,0.0,0.4503,0.0,0.2359,0.0181,0.4001
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_34_FastText_historicalVAD,0.5111,0.0,0.4294,0.0,0.2514,0.0116,0.3973
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_35_FastText_historicalVAD,0.4705,0.0,0.3486,0.0004,0.1849,0.0656,0.3347
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_36_FastText_historicalVAD,0.4985,0.0,0.3539,0.0003,0.2393,0.0165,0.3639
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_37_FastText_historicalVAD,0.4774,0.0,0.4458,0.0,0.3084,0.0018,0.4105
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_38_FastText_historicalVAD,0.5178,0.0,0.2405,0.0159,0.2211,0.0271,0.3265
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_39_FastText_historicalVAD,0.5184,0.0,0.3685,0.0002,0.1963,0.0503,0.3611
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_3_FastText_historicalVAD,0.4621,0.0,0.402,0.0,0.2664,0.0074,0.3769
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_40_FastText_historicalVAD,0.5187,0.0,0.3732,0.0001,0.2477,0.013,0.3798
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_41_FastText_historicalVAD,0.5126,0.0,0.4206,0.0,0.3269,0.0009,0.42
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_42_FastText_historicalVAD,0.4749,0.0,0.4187,0.0,0.2485,0.0127,0.3807
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_43_FastText_historicalVAD,0.5306,0.0,0.3461,0.0004,0.2549,0.0105,0.3772
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_44_FastText_historicalVAD,0.474,0.0,0.3448,0.0004,0.257,0.0099,0.3586
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_45_FastText_historicalVAD,0.5345,0.0,0.4076,0.0,0.2738,0.0058,0.4053
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_46_FastText_historicalVAD,0.4544,0.0,0.4096,0.0,0.1834,0.0678,0.3491
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_47_FastText_historicalVAD,0.4379,0.0,0.2564,0.01,0.2573,0.0098,0.3172
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_48_FastText_historicalVAD,0.5348,0.0,0.36,0.0002,0.2376,0.0173,0.3775
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_49_FastText_historicalVAD,0.4148,0.0,0.3946,0.0,0.085,0.4003,0.2982
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_4_FastText_historicalVAD,0.5085,0.0,0.4106,0.0,0.257,0.0099,0.392
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_50_FastText_historicalVAD,0.4544,0.0,0.3079,0.0018,0.175,0.0816,0.3125
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_5_FastText_historicalVAD,0.4723,0.0,0.357,0.0003,0.1953,0.0515,0.3415
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_6_FastText_historicalVAD,0.5108,0.0,0.5141,0.0,0.1613,0.1089,0.3954
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_7_FastText_historicalVAD,0.4635,0.0,0.3527,0.0003,0.2681,0.007,0.3614
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_8_FastText_historicalVAD,0.4638,0.0,0.389,0.0001,0.2755,0.0055,0.3761
HistoricalVAD\FastText_LinearRegression\Warriner2000\Warriner_2000_9_FastText_historicalVAD,0.4962,0.0,0.2892,0.0035,0.2354,0.0184,0.3402
Mean,0.49309600000000003,0.0,0.37876799999999994,0.000968,0.229132,0.041308000000000004,0.36700000000000005
